Num,TU1,TU2,TU3,TU4,TU5,TU6,TU7,TU8,TU9,TU10,TU11,TU12,TU13,TU14,TU15,TU16,TU17,TD1,TD2,TD3,TD4,TD5,TD6,TD7,TD8,TD9,TD10,TD11,TD12,TD13,TD14,TD15,TD16,TD17
11,282.67530887952825,337.98789687187286,430.5325844518749,512.5079608354863,573.3221042744956,654.3753387401296,736.2590297125868,837,837,837,837,837,837,837,837,837,750,212.0074778638041,304.1020770545038,400,500,522.6988781477662,600,720,837,837,837,837,837,837,837,837,837,750
12,284.04928968017333,339.0266988793291,430.18422048524263,512.6097305916902,573.6595493189491,654.3037770864588,738.99340062515,837,837,837,837,837,837,837,837,837,750,211.9978615496693,304.1020770545038,400,500,522.9084788281345,600,720,837,837,837,837,837,837,837,837,837,750
13,284.1769861786784,339.5784312484023,430.1937436772315,512.5265796046102,573.9945426533711,655.1268332848271,737.1698681193097,837,837,837,837,837,837,837,837,837,750,211.9978615496693,304.1156499836757,400,500,522.4237411947541,600,720,837,837,837,837,837,837,837,837,837,750
14,284.127403074592,339.4737273493676,430.29233322463534,512.2583592083104,574.0515291642006,654.94492800565,738.6730623611096,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.453372940742,400,500,522.4393031791458,600,720,837,837,837,837,837,837,837,837,837,750
15,282.7534222739469,337.8831929728382,430.898000408828,512.2055758649511,573.6595493189491,654.3753387401296,738.1266637905527,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.2535577059,400,500,522.245894802263,600,720,837,837,837,837,837,837,837,837,837,750
16,284.2550995730971,339.4737273493676,430.3018564166242,512.1210010526992,573.9945426533711,655.1268332848271,737.7821969840963,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.453372940742,400,500,521.9507423591414,600,720,837,837,837,837,837,837,837,837,837,750
17,284.10040500410236,339.4737273493676,430.3018564166242,512.5565857855102,573.6861241147077,654.6868249728849,737.9475914764022,837,837,837,837,837,837,837,837,837,750,211.94222324757405,304.38767735143233,400,500,522.2273196722721,600,720,837,837,837,837,837,837,837,837,837,750
18,282.6519265843997,345.5654064300806,429.56610574004765,511.5643012080681,572.343359042774,650.575694879312,738.6820996276672,837,837,837,837,837,837,837,837,837,750,211.24907993531932,303.83297851159983,400,500,521.156315326677,600,720,837,837,837,837,837,837,837,837,837,750
19,282.5934436606146,337.90135468518366,431.03548450743796,512.2583592083104,573.2729526089639,654.6770811642007,736.6217566908293,837,837,837,837,837,837,837,837,837,750,211.32270772994679,304.03688436661486,400,500,520.0657014555607,600,720,837,837,837,837,837,837,837,837,837,750
20,282.5170982997416,337.8831929728382,430.898000408828,512.5565857855102,573.3221042744956,654.369061408247,735.9536556215834,837,837,837,837,837,837,837,837,837,750,211.75804496253355,304.0295627943289,400,500,524.0906264028961,600,720,837,837,837,837,837,837,837,837,837,750
21,282.5170982997416,337.8831929728382,430.898000408828,512.6243713819244,573.6595493189491,654.4064658511406,737.809010895274,837,837,837,837,837,837,837,837,837,750,212.08607465239882,303.83075927817146,400,500,522.2077290891879,600,720,837,837,837,837,837,837,837,837,837,750
22,284.22810150260744,339.45205877910666,431.20115938783607,512.4389871464783,573.6595493189491,654.3775618601483,737.9847128990497,837,837,837,837,837,837,837,837,837,750,212.0167372308843,304.2848627494383,400,500,521.9077968834412,600,720,837,837,837,837,837,837,837,837,837,750
23,278.3559698366472,337.8831929728382,430.2360032912898,512.2055758649511,573.3221042744956,654.3775618601483,736.5029621571116,837,837,837,837,837,837,837,837,837,750,211.85022629528996,303.6987933404035,400,500,521.9398647479733,600,720,837,837,837,837,837,837,837,837,837,750
24,282.34190225266855,338.4132567716504,431.20115938783607,512.2583592083104,573.6595493189491,654.3280387750142,738.4789622949437,837,837,837,837,837,837,837,837,837,750,211.85022629528996,303.8638469209716,400,500,521.5224094026216,600,720,837,837,837,837,837,837,837,837,837,750
25,283.9676602749627,339.5784312484023,430.7898876694353,512.526941067431,573.6595493189491,654.3775618601483,737.2853462942984,837,837,837,837,837,837,837,837,837,750,212.00679426186397,304.30891173437146,400,500,523.3634416829472,600,720,837,837,837,837,837,837,837,837,837,750
26,282.0238458805852,337.8831929728382,430.898000408828,512.556947248331,573.6595493189491,654.3775618601483,737.2836459496228,837,837,837,837,837,837,837,837,837,750,211.8255043088486,303.6987933404035,400,500,521.8969192722731,600,720,837,837,837,837,837,837,837,837,837,750
27,281.8961493820801,338.43492534191137,430.72364206232584,512.6097305916902,573.6861241147077,654.3342608144419,738.8174847455348,837,837,837,837,837,837,837,837,837,750,211.8373253530684,303.7028909895251,400,500,520.2749661919089,600,720,837,837,837,837,837,837,837,837,837,750
28,282.12534157013243,338.43492534191137,431.03548450743796,512.6470446711505,575.6633071401744,654.369061408247,738.1076051954562,837,837,837,837,837,837,837,837,837,750,212.0376814512457,303.98633757868924,400,500,521.7360489576541,600,720,837,837,837,837,837,837,837,837,837,750
29,282.12534157013243,337.8831929728382,430.898000408828,512.6470446711505,573.3221042744956,654.369061408247,736.613129402513,837,837,837,837,837,837,837,837,837,750,211.85022629528996,303.89134549967497,400,500,522.6753375328129,600,720,837,837,837,837,837,837,837,837,837,750
30,284.01877559889175,339.4737273493676,430.898000408828,512.1865956330064,573.6595493189491,654.3818508889726,737.7720861852499,837,837,837,837,837,837,837,837,837,750,212.08607465239882,304.02331143744294,400,500,521.9165098553573,600,720,837,837,837,837,837,837,837,837,837,750
31,282.0238458805852,338.43492534191137,430.88847721683914,512.5255172422591,573.6595493189491,654.28628217509,738.1235849961893,837,837,837,837,837,837,837,837,837,750,212.07425360817902,303.98223992956764,400,500,521.888206300357,600,720,837,837,837,837,837,837,837,837,837,750
32,282.39148535675497,338.53962924094606,430.9178485760564,512.1605674309961,573.6595493189491,654.3818508889726,737.9640371509804,837,837,837,837,837,837,837,837,837,750,212.01295946480434,303.98633757868924,400,500,520.6856201586564,600,720,837,837,837,837,837,837,837,837,837,750
33,282.6519265843997,338.43492534191137,430.898000408828,512.5565857855102,573.6595493189491,654.3818508889726,737.6877640513211,837,837,837,837,837,837,837,837,837,750,212.01861530608377,304.30891173437146,400,500,522.1389414518162,600,720,837,837,837,837,837,837,837,837,837,750
34,283.3888315968066,339.94389347992694,431.9920327600023,512.5225643328115,573.879241962174,654.2422657912548,737.9854007541248,837,837,837,837,837,837,837,837,837,750,211.12799270975745,304.6725629029767,400,500,523.2677686755173,600,720,837,837,837,837,837,837,837,837,837,750
35,283.89107910038666,338.79664441355993,431.20115938783607,512.6243713819244,573.7586366665079,654.4271921141635,737.4950760222251,837,837,837,837,837,837,837,837,837,750,212.16168903363499,304.3738294252863,400,500,521.3271483095191,600,720,837,837,837,837,837,837,837,837,837,750
36,282.0831904752734,337.8831929728382,430.898000408828,512.5255172422591,573.3221042744956,654.4064658511406,737.2831608872084,837,837,837,837,837,837,837,837,837,750,212.09897559462038,303.83075927817146,400,500,522.2761464628846,600,720,837,837,837,837,837,837,837,837,837,750
37,283.9676602749627,339.0266988793291,430.7898876694353,512.4955110613591,573.6595493189491,654.3811606029252,737.877983760338,837,837,837,837,837,837,837,837,837,750,212.07425360817902,304.02331143744294,400,500,522.2527915702686,600,720,837,837,837,837,837,837,837,837,837,750
38,279.13444033879,336.7895353985651,427.58315267721065,506.8598869969816,571.2183429350454,657.8004807628562,735.8909105547025,837,837,837,837,837,837,837,837,837,750,203.76435317874697,302.8471736970241,400,500,520.4456423861427,600,720,837,837,837,837,837,837,837,837,837,750
39,284.3020866802162,339.4737273493676,430.898000408828,512.5755660174549,573.6595493189491,654.3411000483773,737.7360921828721,837,837,837,837,837,837,837,837,837,750,211.9551241897956,304.4914271183861,400,500,522.9381495523234,600,720,837,837,837,837,837,837,837,837,837,750
40,282.55657661009315,337.8831929728382,430.898000408828,512.5928443359555,573.3486790702542,654.4315915358145,736.5859251101997,837,837,837,837,837,837,837,837,837,750,212.01861530608377,304.1574310829753,400,500,522.2498477609053,600,720,837,837,837,837,837,837,837,837,837,750
41,284.2550995730971,339.4737273493676,430.898000408828,512.5379670163862,573.6595493189491,654.6596236897431,737.6877640513211,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.2535577059,400,500,521.9594553310575,600,720,837,837,837,837,837,837,837,837,837,750
42,284.09327321794933,339.45205877910666,430.6050153956323,512.1571883222954,573.6103976534174,654.2777817231888,737.2593205154163,837,837,837,837,837,837,837,837,837,750,212.16168903363499,304.210194781499,400,500,522.3963577034456,600,720,837,837,837,837,837,837,837,837,837,750
43,284.5052683299965,339.07091427318306,431.514012523975,511.7007599790941,573.4042318388064,654.2895560078776,738.8624919073236,837,837,837,837,837,837,837,837,837,750,209.97476742552837,303.17067003336655,400,500,518.0211726968525,600,720,837,837,837,837,837,837,837,837,837,750
44,273.2568966187296,332.97077648773643,430.97306755931197,512.1865956330064,572.4403767952343,654.3840740089913,736.5029621571116,837,837,837,837,837,837,837,837,837,750,212.09897559462038,303.83075927817146,400,500,521.9398647479733,600,720,837,837,837,837,837,837,837,837,837,750
45,280.114472588081,338.9003264100335,430.43104953090517,512.6176373604395,575.2788388263073,654.5406594941843,736.3635734442084,837,837,837,837,837,837,837,837,837,750,211.9978615496693,304.1094195657252,400,500,522.4237411947541,600,720,837,837,837,837,837,837,837,837,837,750
46,284.3519464120484,339.4918890617131,431.03548450743796,512.2996512666604,573.6595493189491,654.3350208911698,738.107393184533,837,837,837,837,837,837,837,837,837,750,212.01295946480434,304.03688436661486,400,500,521.191859968433,600,720,837,837,837,837,837,837,837,837,837,750
47,282.3149041821789,337.8831929728382,430.72364206232584,512.6097305916902,573.3486790702542,654.5067227956695,738.795565743376,837,837,837,837,837,837,837,837,837,750,212.08607465239882,303.83075927817146,400,500,520.2749661919089,600,720,837,837,837,837,837,837,837,837,837,750
48,284.12027128843897,339.4737273493676,430.43934051523416,512.1865956330064,573.6595493189491,654.369061408247,738.1516917056523,837,837,837,837,837,837,837,837,837,750,212.09897559462038,304.3746073236811,400,500,521.4904303808846,600,720,837,837,837,837,837,837,837,837,837,750
49,284.2550995730971,339.4737273493676,430.898000408828,512.5379670163862,573.6595493189491,654.3753387401296,738.0626353923129,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.1020770545038,400,500,521.9594553310575,600,720,837,837,837,837,837,837,837,837,837,750
50,284.302599121665,339.45205877910666,430.6343867548495,512.4243463562441,573.6595493189491,654.5746000990556,738.107393184533,837,837,837,837,837,837,837,837,837,750,211.9978615496693,304.2591231786955,400,500,521.7187954641843,600,720,837,837,837,837,837,837,837,837,837,750
51,282.67530887952825,338.53962924094606,430.7803644774464,512.4277254649448,573.6595493189491,654.5768232190743,738.138686944998,837,837,837,837,837,837,837,837,837,750,211.9978615496693,303.9095248952323,400,500,523.1377118031976,600,720,837,837,837,837,837,837,837,837,837,750
52,284.2550995730971,338.9219949802944,430.3018564166242,512.1865956330064,573.3221042744956,654.3775618601483,736.6466133932902,837,837,837,837,837,837,837,837,837,750,212.09897559462038,304.02331143744294,400,500,521.9594553310575,600,720,837,837,837,837,837,837,837,837,837,750
53,277.70049992212944,338.0870455806553,431.2985075633026,512.1255333383659,577.425468387944,658.1680938904285,739.822333274416,837,837,837,837,837,837,837,837,837,750,211.37657996418037,303.50955727797015,400,500,522.4547469937286,600,720,837,837,837,837,837,837,837,837,837,750
54,284.251483797736,339.0266988793291,430.1937436772315,512.4423662551791,573.6595493189491,654.6960855015141,737.2937567484693,837,837,837,837,837,837,837,837,837,750,211.95183956170885,304.38767735143233,400,500,523.1487501909871,600,720,837,837,837,837,837,837,837,837,837,750
55,280.063357264152,338.72810781067903,430.1278905518971,512.5265796046102,573.3221042744956,654.3060171080789,736.3891843267985,837,837,837,837,837,837,837,837,837,750,211.94222324757405,304.23619670003615,400,500,521.7406704455797,600,720,837,837,837,837,837,837,837,837,837,750
56,282.72642420345727,337.8831929728382,430.3018564166242,512.5379670163862,573.6595493189491,654.3712845282657,738.1182533363818,837,837,837,837,837,837,837,837,837,750,212.08607465239882,303.98223992956764,400,500,522.3835684989655,600,720,837,837,837,837,837,837,837,837,837,750
57,282.67892465488933,338.43492534191137,430.3018564166242,512.1741458588792,573.9945426533711,655.1268332848271,738.6120252318163,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.453372940742,400,500,521.9311517760572,600,720,837,837,837,837,837,837,837,837,837,750
58,284.302599121665,339.4737273493676,430.8905464231256,512.5565857855102,573.9945426533711,655.1205559529445,737.6187911862571,837,837,837,837,837,837,837,837,837,750,211.93040220335425,304.5874925862743,400,500,524.1102169859803,600,720,837,837,837,837,837,837,837,837,837,750
59,282.7534222739469,337.8831929728382,430.898000408828,512.5565857855102,573.3221042744956,654.7457668487165,736.2050020643024,837,837,837,837,837,837,837,837,837,750,211.9551241897956,304.23619670003615,400,500,523.2016775712746,600,720,837,837,837,837,837,837,837,837,837,750
60,282.55122815638424,338.4132567716504,431.20115938783607,512.2583592083104,573.6595493189491,654.3015539664401,739.2216546273424,837,837,837,837,837,837,837,837,837,750,212.01076249189086,303.9095248952323,400,500,522.4197125960616,600,720,837,837,837,837,837,837,837,837,837,750
61,285.52543187603493,337.45740754309026,430.898000408828,513.3781523283463,573.622365813323,654.275936133118,738.0757003379683,837,837,837,837,837,837,837,837,837,750,212.0096825938891,304.453372940742,400,500,522.2157385310429,600,720,837,837,837,837,837,837,837,837,837,750
62,284.302599121665,339.4737273493676,430.29233322463534,512.5379670163862,573.6595493189491,654.3712845282657,738.381715580776,837,837,837,837,837,837,837,837,837,750,212.07425360817902,304.1747920888391,400,500,522.9171918000507,600,720,837,837,837,837,837,837,837,837,837,750
63,284.1327515283009,339.4737273493676,430.29233322463534,512.6097305916902,573.8024678997544,654.3931515970863,737.1575704418968,837,837,837,837,837,837,837,837,837,750,212.07425360817902,304.3746073236811,400,500,522.2955240580167,600,720,837,837,837,837,837,837,837,837,837,750
64,282.72642420345727,338.43492534191137,430.898000408828,512.556947248331,573.6595493189491,654.6960855015141,737.9241478755994,837,837,837,837,837,837,837,837,837,750,211.94222324757405,304.19512519216084,400,500,522.2029493265628,600,720,837,837,837,837,837,837,837,837,837,750
65,284.251483797736,339.5784312484023,430.5421076438638,512.5079608354863,573.6595493189491,654.3712845282657,738.138686944998,837,837,837,837,837,837,837,837,837,750,212.0074778638041,304.453372940742,400,500,522.8990879032531,600,720,837,837,837,837,837,837,837,837,837,750
66,284.1497522944857,339.2980018920977,430.33122777584146,512.5265796046102,573.6861241147077,654.0717794472365,738.249976204707,837,837,837,837,837,837,837,837,837,750,211.88092910419937,304.39177500055393,400,500,521.7762872885263,600,720,837,837,837,837,837,837,837,837,837,750
67,282.67892465488933,338.43492534191137,430.3018564166242,512.5565857855102,573.6595493189491,654.6130140106751,737.696982834829,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.453372940742,400,500,521.9417763412853,600,720,837,837,837,837,837,837,837,837,837,750
68,284.22810150260744,339.45205877910666,430.6050153956323,512.6097305916902,573.7758931039958,654.2840590550713,737.4229130549686,837,837,837,837,837,837,837,837,837,750,212.08529697512526,304.5758071911364,400,500,521.9097084767532,600,720,837,837,837,837,837,837,837,837,837,750
69,283.45105868237744,339.01717715404743,430.3018564166242,512.2052144021303,573.6595493189491,654.5922366544651,737.0585049451386,837,837,837,837,837,837,837,837,837,750,212.0096825938891,304.3679360432564,400,500,522.2157385310429,600,720,837,837,837,837,837,837,837,837,837,750
70,284.3519464120484,338.8051490044318,430.32377379013906,512.5255172422591,573.6595493189491,654.6303458816318,738.7699137595014,837,837,837,837,837,837,837,837,837,750,211.88092910419937,304.40125028060424,400,500,522.9038076576558,600,720,837,837,837,837,837,837,837,837,837,750
71,284.22810150260744,339.45205877910666,430.6050153956323,512.0729749728642,573.6137502467194,654.2840590550713,738.0604499852229,837,837,837,837,837,837,837,837,837,750,212.07425360817902,304.1821346000605,400,500,521.9077968834412,600,720,837,837,837,837,837,837,837,837,837,750
72,282.55657661009315,338.4132567716504,430.49690265623957,512.6097305916902,573.6595493189491,654.6428270109011,738.3471891179856,837,837,837,837,837,837,837,837,837,750,212.02566994307898,304.34021677790975,400,500,522.2423202030697,600,720,837,837,837,837,837,837,837,837,837,750
73,284.302599121665,339.4737273493676,430.3018564166242,512.5565857855102,573.6595493189491,654.3411000483773,737.2954570931448,837,837,837,837,837,837,837,837,837,750,211.94222324757405,304.23619670003615,400,500,522.2157385310429,600,720,837,837,837,837,837,837,837,837,837,750
74,284.251483797736,339.0266988793291,430.1862896915291,512.5265796046102,573.6595493189491,654.3753387401296,737.4048619560589,837,837,837,837,837,837,837,837,837,750,212.07425360817902,304.02887691023847,400,500,522.7351946952247,600,720,837,837,837,837,837,837,837,837,837,750
75,284.32959719215467,339.4737273493676,430.3018564166242,512.4804756412977,573.9945426533711,655.1268332848271,737.1215953274417,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.4669458699139,400,500,522.2673969786592,600,720,837,837,837,837,837,837,837,837,837,750
76,282.72642420345727,338.43492534191137,430.2944024309218,512.2583592083104,573.6595493189491,654.311822240266,737.8736661813867,837,837,837,837,837,837,837,837,837,750,212.07425360817902,304.3746073236811,400,500,522.8907998383623,600,720,837,837,837,837,837,837,837,837,837,750
77,284.20933270287696,339.30686192578975,430.49690265623957,512.2429938176447,574.0211174491297,654.9770381252222,738.1872245405591,837,837,837,837,837,837,837,837,837,750,212.09491328926006,303.31289216408425,400,500,521.5264380013142,600,720,837,837,837,837,837,837,837,837,837,750
78,284.2550995730971,339.4737273493676,430.3018564166242,512.2052144021303,573.9945426533711,655.1290564048458,737.8608242698901,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.1020770545038,400,500,521.9526539524534,600,720,837,837,837,837,837,837,837,837,837,750
79,284.2550995730971,339.4737273493676,430.3018564166242,512.3962622918666,573.9945426533711,655.1355685536888,737.2998216737423,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.5197753780344,400,500,521.8234176716674,600,720,837,837,837,837,837,837,837,837,837,750
80,282.67892465488933,338.43492534191137,430.3018564166242,512.2052144021303,573.9945426533711,655.1355685536888,737.7821969840963,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.5197753780344,400,500,521.8057386818951,600,720,837,837,837,837,837,837,837,837,837,750
81,284.2550995730971,339.4737273493676,430.3018564166242,512.1865956330064,573.9945426533711,655.1268332848271,738.0076386053311,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.3199601431924,400,500,521.9594553310575,600,720,837,837,837,837,837,837,837,837,837,750
82,284.2774487929908,339.5826049432961,430.6343867548495,512.2283530274104,573.9475193839575,655.3323719756356,739.1916699271412,837,837,837,837,837,837,837,837,837,750,212.03361914588538,304.4423943935868,400,500,521.0919187722676,600,720,837,837,837,837,837,837,837,837,837,750
83,284.2550995730971,339.4737273493676,430.3018564166242,512.4804756412977,573.9945426533711,655.1268332848271,737.1142819226113,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.19127602098087,400,500,521.8340422368955,600,720,837,837,837,837,837,837,837,837,837,750
84,284.32959719215467,339.4737273493676,430.3018564166242,512.556947248331,573.9945426533711,655.1227790729632,737.0828303793451,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.2535577059,400,500,522.4461045577499,600,720,837,837,837,837,837,837,837,837,837,750
85,284.2550995730971,339.4737273493676,430.43934051523416,512.5565857855102,573.9945426533711,655.1333454336701,737.8894700021306,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.523873027156,400,500,520.7481562174409,600,720,837,837,837,837,837,837,837,837,837,750
86,284.30979531718936,339.4918890617131,430.4298173232453,512.5928443359555,574.1374612341765,655.3380416070548,738.601261907808,837,837,837,837,837,837,837,837,837,750,211.86910805997957,304.66746795273866,400,500,520.5707638244489,600,720,837,837,837,837,837,837,837,837,837,750
87,284.2550995730971,339.4737273493676,430.3018564166242,512.8996326210919,574.0211174491297,654.9852458546097,737.216018241312,837,837,837,837,837,837,837,837,837,750,212.02258353611066,304.19127602098087,400,500,522.2101904825167,600,720,837,837,837,837,837,837,837,837,837,750
88,284.55638365392554,338.80362005190943,430.17733816048707,511.74540695022813,574.1145371385495,655.1311706240506,737.7805545727889,837,837,837,837,837,837,837,837,837,750,210.35965734182585,302.4358605118977,400,500,517.5071399788516,600,720,837,837,837,837,837,837,837,837,837,750
89,284.302599121665,339.2266260992024,430.43934051523416,512.5565857855102,573.1128151741099,655.1205559529445,738.1629571828637,837,837,837,837,837,837,837,837,837,750,211.9365674062946,304.5333483072063,400,500,521.3133588391063,600,720,837,837,837,837,837,837,837,837,837,750
90,284.1769861786784,339.5784312484023,430.1937436772315,512.5265796046102,573.9945426533711,655.1268332848271,737.5515792162252,837,837,837,837,837,837,837,837,837,750,211.93040220335425,304.65389502356675,400,500,523.3747442011406,600,720,837,837,837,837,837,837,837,837,837,750
91,279.2766748403372,338.908875756271,431.05501944584637,512.1972969136699,574.3431153113903,658.919588435126,739.5322070574291,837,837,837,837,837,837,837,837,837,750,212.38721219225886,304.5020339414203,400,500,523.303517051234,600,720,837,837,837,837,837,837,837,837,837,750
92,284.1769861786784,339.2798401797522,434.0545545391564,512.2912317008314,575.2091371516576,655.0132549439317,738.2142207033755,837,837,837,837,837,837,837,837,837,750,211.83061403683303,304.33353307236433,400,500,520.8603750345941,600,720,837,837,837,837,837,837,837,837,837,750
93,284.1769861786784,339.5784312484023,430.1862896915291,512.511938814376,573.9945426533711,655.0509995039333,737.3843924556555,837,837,837,837,837,837,837,837,837,750,211.9978615496693,304.5197753780344,400,500,522.1273784761066,600,720,837,837,837,837,837,837,837,837,837,750
94,284.32959719215467,339.4737273493676,430.3018564166242,512.6057526128005,573.9945426533711,655.1227790729632,738.7670669885767,837,837,837,837,837,837,837,837,837,750,211.53358617490005,304.19127602098087,400,500,522.6001608433658,600,720,837,837,837,837,837,837,837,837,837,750
95,284.2774487929908,339.5965929607478,430.32377379013906,512.4987073435846,574.2071040943398,655.1369023378973,737.2685500644121,837,837,837,837,837,837,837,837,837,750,211.55424820661017,304.7201822443826,400,500,520.9228807410941,600,720,837,837,837,837,837,837,837,837,837,750
96,284.22810150260744,339.45205877910666,430.6050153956323,512.7984617350769,574.1418325588412,655.418219191498,736.7125656212554,837,837,837,837,837,837,837,837,837,750,211.9978615496693,304.19127602098087,400,500,522.2964165072801,600,720,837,837,837,837,837,837,837,837,837,750
97,284.17675036497536,339.4918890617131,430.43934051523416,512.2583592083104,574.0211174491297,654.9789685227272,737.9504748594463,837,837,837,837,837,837,837,837,837,750,211.96128939273598,304.523873027156,400,500,521.1074807566592,600,720,837,837,837,837,837,837,837,837,837,750
98,284.08898440851135,342.2863377621296,436.4730709780836,512.2704969998405,574.1433552506453,655.4825590829125,736.4646225325063,837,837,837,837,837,837,837,837,837,750,210.48994694737215,303.30267064469535,400,500,522.1067102380692,600,720,837,837,837,837,837,837,837,837,837,750
99,284.4158243373788,343.0785868630263,436.4730709780836,512.8653639977937,574.2361454322674,655.0485360589051,737.890883519303,837,837,837,837,837,837,837,837,837,750,211.34695863738054,304.54081302241417,400,500,523.3188862297333,600,720,837,837,837,837,837,837,837,837,837,750
100,284.10040500410236,339.4737273493676,434.6024706302823,512.6743161080574,574.4973763708109,654.9512053375325,737.790808729175,837,837,837,837,837,837,837,837,837,750,211.35343771984222,304.7066093152107,400,500,521.1652970816463,600,720,837,837,837,837,837,837,837,837,837,750
101,284.48640051592,343.6129530756199,439.01644768030354,512.598205963845,574.5017476954756,655.418219191498,737.3962803001399,837,837,837,837,837,837,837,837,837,750,211.1226282488502,304.19127602098087,400,500,522.412740292359,600,720,837,837,837,837,837,837,837,837,837,750
102,284.2550995730971,339.4737273493676,434.1626672785491,511.9336079479061,574.3544577900055,655.1268332848271,737.7821969840963,837,837,837,837,837,837,837,837,837,750,211.39655392321262,304.19127602098087,400,500,521.8253292649794,600,720,837,837,837,837,837,837,837,837,837,750
103,284.6450165254311,343.6129530756199,439.1539317789135,512.5450611576649,574.5017476954756,655.418219191498,737.522801367968,837,837,837,837,837,837,837,837,837,750,211.6116256100608,304.2048489501528,400,500,520.9268615842566,600,720,837,837,837,837,837,837,837,837,837,750
104,284.3337895024438,354.1786258210268,440.3191538724069,512.8664263601448,574.6419256605112,655.418219191498,737.1151152832545,837,837,837,837,837,837,837,837,837,750,211.61554234998485,304.2048489501528,400,500,520.5778860542666,600,720,837,837,837,837,837,837,837,837,837,750
105,284.4594024454304,347.55605146139607,439.0259708722924,512.8964325410448,574.6419256605112,655.418219191498,736.8274613664034,837,837,837,837,837,837,837,837,837,750,211.77497573473778,304.65389502356675,400,500,522.6024465615699,600,720,837,837,837,837,837,837,837,837,837,750
106,284.4594024454304,344.1594914318761,439.0259708722924,512.1134498038227,574.5017476954756,655.0076708339142,737.3575556359395,837,837,837,837,837,837,837,837,837,750,211.34161667562242,304.19127602098087,400,500,522.3875335289363,600,720,837,837,837,837,837,837,837,837,837,750
